id,studytime,bottest_filter,comp1,comp2,fairQ,fairQ_rt,dg1,dg1_rt,dg2,dg2_rt,dg3,dg3_rt,dg4,dg4_rt,dg5,dg5_rt,num1,num2,num3,num4,num5,num6,num7,num8a,num8b,num9,num10,num11,num12,num13,num14,test,Guess,memQrt,conf,pos,hap,goodness,moral,sd_1,sd_2,sd_3,sd_4,sd_5,sd_6,sd_7,sd_8,sd_9,sd_10,gender,age,deception1,deception2,feedback_excl,Numeracy
318,0:16,1,0,1,50,47.094,0,8.721,0,3.479,0,4.562,10,3.074,0,2.291,500,100,0.1,1,2,2,2,10,100,20,5,1,18,64,3,1,2,15.162,7,1,1,7,7,1,1,1,0,0,1,0,0,0,0,1,27,4,1,1,10
319,0:18,1,1,1,100,3.659,100,13.314,100,4.64,100,4.459,100,5.595,100,23.496,500,100,0.01,1,2,2%,2 in 100 in ten years,10,100,20,20,1,10,64,2,1,100,4.508,5,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,25,4,1,1,9
320,0:26,1,1,1,30,9.151,40,4.02,40,2.801,30,2.507,40,4.125,30,2.547,500,10,0.1,1,2,2,2,1,10,20,5,1,90,64,1,1,36,19.189,7,7,7,6,6,1,1,1,0,0,0,0,0,0,1,2,27,4,1,1,10
321,0:22,1,0,1,30,9.244,30,5.328,30,4.898,30,4.102,30,5.854,30,4.521,200,10,10,1,2,2,2 in 200,10,100,2,500,1,80,16,3,1,30,11.776,7,7,4,7,7,1,1,1,1,1,1,1,1,1,0,2,43,4,1,1,7
322,0:11,1,1,1,10,6.984,20,6.384,10,4.456,10,3.789,10,3.002,10,2.23,50,1,1,2,1,2,10,1,10,10,10,2,10,32,1,1,20,30.126,5,6,6,7,7,1,1,1,1,1,0,0,1,0,1,2,37,4,1,1,2
323,0:08,1,1,1,0,8.941,0,4.928,0,2.698,0,13.407,0,2.35,0,2.98,500,10,0.1,1,2,2,2,10,100,20,0.05,1,50%,72,3,1,0,5.294,7,5,5,5,5,1,1,0,0,0,0,0,0,0,0,1,30,4,1,1,9
324,0:11,1,1,1,30,6.957,20,4.889,30,8.577,30,5.872,30,3.339,30,3.206,500,100,0.1,1,2,2,2,10,100,20,5,1,90,64,1,1,30,12.444,4,6,6,6,6,1,1,1,1,1,0,0,0,0,1,2,54,4,1,1,11
325,0:11,1,1,0,0,18.381,0,17.814,0,3.189,0,2.752,0,2.668,0,3.172,500,10,0.01,1,2,2%,2 in 100,10,100,20,5,1,9/100,64%,1,1,0,3.415,7,4,4,6,6,1,1,0,0,0,0,0,0,0,1,2,37,4,1,1,12
326,0:15,1,1,1,30,6.256,30,5.948,40,12.129,30,2.214,30,3.465,40,5.763,500,10,0.10%,1,2,2,2,10,100,20,1,1,10,64,3,1,34,67.233,6,6,5,6,7,1,1,1,0,0,0,0,1,0,0,1,42,4,1,1,11
327,0:20,1,1,1,30,18.321,30,8.471,30,5.145,30,5.605,40,2.703,40,4.005,500,10,0.1,1,2,2%,1 in 50,10,100,20,5,1,20%,64,3,1,35,30.148,5,5,5,6,6,1,1,1,0,0,0,0,0,0,0,1,32,4,1,1,11
328,0:07,1,1,1,10,6.297,20,5.005,20,2.179,20,2.231,20,1.488,20,1.685,500,10,1,1,2,1,1,10,100,20,5,1,11,7%,1,1,21,4.361,3,4,4,5,4,1,1,1,0,0,1,0,1,0,1,1,25,4,1,1,9
329,0:34,1,1,1,40,19.099,50,23.593,60,32.774,50,3.932,40,3.135,50,3.095,500,10,0.10%,1,2,2% in ten years,2 in 100 (or 1 in 50) in ten years,10,100,20,5,1,50%,64%,2,1,50,76.882,6,6,6,6,6,1,1,1,0,1,1,0,1,0,1,1,27,4,1,1,12
330,0:15,1,0,1,0,21.229,10,50.509,10,6.19,10,6.669,10,3.937,10,4.121,500,10,0.1,1,2,2,1 in 50,10,100,20,5,1,90,100,1,1,10,7.292,7,5,5,5,5,0,0,0,0,0,0,0,0,0,0,2,34,4,1,1,11
331,0:13,1,1,1,10,7.56,10,5.813,10,4.897,10,5.381,10,4.837,10,3.187,500,10,10%,3,2,2,2,10,100,20,5,1,9,128%,3,1,100,26.66,3,6,5,5,5,1,1,0,1,0,1,1,1,0,1,1,23,4,1,1,12
332,0:16,1,0,0,50,15.936,50,4.929,40,3.796,50,5.176,40,3.111,50,3.382,525,10,0.01,1,2,2,2,10,100,20,5,1,9,64,1,1,48,10.157,6,5,6,5,5,1,1,1,0,1,1,1,1,0,1,1,48,4,1,1,12
333,0:23,1,1,1,10,22.579,10,8.864,20,10.852,30,5.376,20,5.58,10,4.36,500,1,10,2,2,2,2 in 200,1,2,15,0.1,1,90,14,1,1,10,13.712,4,6,5,5,4,1,0,1,1,1,0,1,1,0,0,2,46,4,1,1,6
334,0:15,1,1,1,10,4.746,50,8.204,50,2.636,50,3.14,50,2.525,50,2.511,500,10,0.01,1,2,2%,Jan-50,10,100,20,5,1,90,64,1,1,50,3.182,7,6,6,5,5,1,1,0,0,0,0,1,1,0,1,2,26,4,1,1,12
335,0:09,1,1,0,30,14.074,40,15.74,40,3.464,40,3.581,40,2.9,40,1.927,500,1,0.001,1,2,2%,2 in 100,10,100,20,5,1,9,64,1,1,40,4.925,7,4,4,6,6,1,1,1,0,0,0,0,0,0,0,2,40,4,1,1,13
336,0:06,1,1,0,0,26.978,0,2.976,0,1.649,0,1.904,0,1.562,10,4.557,500,1,1,1,2,2,2,10,100,20,5,1,50,3,2,0,2,7.576,6,4,4,6,6,0,1,1,0,0,1,1,1,0,0,1,35,5,2,1,9
337,0:11,1,1,1,30,29.08,50,4.632,50,3.502,50,3.09,50,3.803,50,2.936,500,10,0.1,1,2,2,2 in 100,10,100,20,50,1,9 out of 18,64,3,1,50,9.676,7,6,5,5,5,0,0,0,0,0,0,0,0,0,0,1,37,4,1,1,10
338,0:09,1,1,1,30,12.099,40,7.606,40,2.968,50,2.35,40,3.847,40,4.512,500,10,0.1,1,2,2%,1 in 50,10,100,20,5,1,9 out of 10,64,1,1,42,4.573,7,6,6,6,5,0,1,1,0,0,1,0,1,0,0,1,26,4,1,1,13
339,0:16,1,1,1,50,10.458,50,4.887,50,4.27,50,4.13,50,4.246,50,4.224,500,10,0.1,1,2,2,2,10,100,20,5,1,9 out of 100,64,3,1,50,9.888,7,7,6,5,5,0,0,0,0,0,0,0,0,0,0,2,62,4,1,1,11
340,0:13,1,1,0,50,6.471,50,8.241,50,4.457,50,6.001,50,4.059,50,3.549,500,10,0.1,1,2,2,2 in 100,10,100,20,5,1,50%,16%,3,1,50,3.85,7,5,5,5,5,0,0,0,0,0,1,0,0,0,0,1,44,4,1,1,10
341,0:14,1,1,1,50,7.652,40,6.698,20,4.384,50,7.637,10,3.088,0,3.109,500,10,0.1,1,2,2,2,10,100,20,5,1,10,64,1,1,38,22.113,5,5,5,5,5,0,1,0,0,0,0,0,1,0,0,1,47,4,1,1,12
342,0:12,1,1,0,10,9.031,10,7.464,10,7.093,10,9.033,20,5.812,20,5.569,500,10,5,1,2,2,2,10,100,5,2,1,1,64,3,1,10,12.681,5,7,7,7,7,0,1,1,0,0,0,1,0,0,1,2,65,4,1,1,9
343,0:16,1,1,1,0,46.239,0,4.743,0,3.498,0,2.904,0,3.079,0,7.267,500,10,0.10%,1,2,2%,1 in 50,10,100,20,5,1,50%,64%,1,1,0,5.926,7,7,6,6,5,1,1,1,0,1,1,1,1,0,1,1,66,4,1,1,13
344,0:05,1,1,1,30,2.959,40,2.119,70,4.082,40,6.577,60,4.103,50,5.18,1000,10,1,1,2,10,10,10,100,20,1,2,33,3,1,0,40,1.688,3,4,3,3,3,1,0,0,1,1,1,0,1,1,0,1,25,4,1,1,6
345,0:08,1,1,1,50,4.745,50,5.616,50,41.574,50,3.119,50,2.533,50,2.875,100,100,10,1,2,2,2,10,100,20,50,1,81,11,3,1,50,3.042,7,6,6,5,5,1,1,1,0,0,0,1,1,0,1,2,32,4,1,1,7
346,0:13,1,1,1,10,10.355,0,15.061,50,2.435,50,2.675,50,3.176,50,4.495,300,10,1,1,2,2,2,10,100,20,1,1,10,14,1,1,50,13.089,7,6,4,5,7,0,1,0,0,0,0,1,1,1,0,2,29,4,1,1,9
347,0:17,1,1,1,50,19.16,50,5.094,50,3.635,50,3.792,50,4.034,50,3.963,500,10,0.1,1,2,2,2,10,100,20,5,1,50,64,3,1,50,8.931,7,7,6,7,7,1,1,1,1,1,1,1,1,1,1,1,50,4,1,1,11
348,0:23,1,1,0,10,12.454,10,11.366,20,11.684,10,7.245,30,5.744,20,11.024,300,10,1,1,2,2%,2in100,10,100,20%,5,1,90%,64%,3,1,16,60.646,5,6,5,5,5,0,1,0,0,0,1,0,0,0,0,2,54,4,1,1,11
349,0:16,1,1,1,20,13.329,20,12.722,20,4.755,20,2.639,20,2.683,20,6.159,500,100,1,1,2,2,2 in 200,2,10,20,0,1,80,40,3,1,20,12.139,4,5,4,6,6,0,1,0,0,0,0,0,0,0,0,2,22,4,1,1,5
350,0:06,1,1,0,10,5.703,30,5.505,30,2.708,30,2.357,30,2.125,30,2.233,500,10,0.001,1,2,2,2 in 100,10,100,20,5,1,90,64,3,1,30,4.832,7,6,6,6,6,1,1,1,0,0,0,1,0,0,1,2,23,4,1,1,12
351,0:12,1,1,1,50,11.514,0,3.827,0,2.822,0,2.746,0,3.098,0,2.025,500,10,0.1,1,2,2%,1 in 50,10,100,20,5,1,90,64,1,1,0,7.075,7,4,4,4,4,1,0,1,1,0,1,1,0,1,1,1,47,4,1,1,12
352,0:16,1,0,0,50,6.509,50,8.265,50,4.753,50,2.733,50,1.862,50,1.737,500,10,0.1,1,2,2,1 in 50,10,100,20,5,1,1 in 10,64,3,1,50,8.349,7,2,2,6,6,1,1,1,0,0,1,0,0,0,0,1,36,4,1,1,11
353,0:17,1,1,1,0,43.526,20,5.476,30,3.025,20,4.65,20,3.215,10,2.819,500,10,0.1,1,2,2,2/100,10,100,20,5,1,9/100,64,1,1,25,10.567,2,3,3,3,3,1,1,0,1,1,0,0,0,1,1,2,24,4,1,1,12
354,0:17,1,1,1,50,13.685,50,5.145,50,4.219,50,3.414,50,4.176,50,3.727,500,10,0.1,1,2,2%,1 in 50,10,100,20,50,1,90%,64,3,1,50,6.703,7,5,5,6,6,1,0,1,0,0,0,0,1,0,0,1,39,4,1,1,11
355,0:13,1,1,0,10,8.008,10,6.713,10,3.979,20,3.434,10,2.697,10,1.909,500,10,0.1,1,2,2,2 in 100,10,100,20,5,1,9,64,3,1,12,6.894,6,6,6,6,5,1,1,1,1,0,1,1,1,0,0,1,26,4,1,1,12
356,0:08,1,1,1,30,11.435,40,5.072,40,2.463,40,3.579,30,2.812,40,3.434,500,10,0.1,1,2,2,1 in 50,10,100,20,10,1,90%,64,3,1,38,10.275,6,5,5,6,6,1,0,1,0,0,0,1,0,0,0,2,32,4,1,1,11
357,0:21,1,1,1,0,9.046,0,6.061,0,5.438,0,4.585,0,9.832,0,4.3,500,10,0.001,1,2,2%,2%,101,100,20,5,1,9%,64%,3,1,0,5.82,7,7,7,4,4,0,0,0,0,0,0,0,0,0,0,2,51,4,1,1,11
358,0:19,1,1,0,20,14.06,30,9.853,30,13.164,60,6.219,40,4.62,70,6.013,500,10,0.10%,1,2,11%,1 in 50 in ten years,10,100,20%,0.000005,1,9%,64%,3,1,54,34.373,3,6,5,6,6,1,1,1,0,0,0,0,0,0,1,1,49,4,1,1,10
359,0:12,1,1,1,50,8.79,50,3.389,50,2.245,50,2.91,50,1.834,50,2.243,500,10,0.001,1,2,2%,2,10,100,20,5,1,9,64,3,1,50,6.584,7,6,6,6,6,1,1,1,0,1,1,1,1,0,1,2,46,4,1,1,13
360,0:07,1,1,1,50,3.872,50,2.433,50,3.095,50,4.514,50,2.581,50,1.447,500,10,0.1,1,2,2%,1 in 50 in ten years,10,100,20,5,1,9/100,64%,1,1,50,3.083,7,7,6,6,7,1,1,1,1,0,0,0,0,0,0,1,21,4,1,1,12
361,0:13,1,1,0,50,9.269,50,4.313,50,5.139,50,8.239,40,8.803,0,5.999,500,100,1,1,2,1% in 5 years,1 in 50,10,100,20,5,1,1 in 10,64%,1,1,38,23.727,7,5,5,3,3,1,0,0,0,0,0,0,0,0,0,2,24,4,1,1,11
362,0:18,1,1,1,40,8.001,20,6.571,20,3.919,40,3.617,10,2.713,20,2.864,500,10,0.1,1,2,2%,1 in 50,10,100,20,0,1,50%,64%,3,1,18,188.988,6,3,4,5,5,1,1,0,1,0,0,0,1,0,0,2,30,4,1,1,10
363,0:10,1,1,1,10,21.563,10,6.433,0,5.904,10,1.88,30,1.835,0,1.772,500,10,0.00%,1,2,2%,1 in 50,10,100,20,10,1,10%,64%,3,1,2,67.391,4,5,5,5,6,1,0,0,0,0,0,0,0,0,0,1,36,4,1,1,10
364,0:14,1,1,1,30,42.606,30,8.299,30,8.565,30,4.645,30,4.194,30,3.591,500,10,1,1,2,10,20,1,10,20,1,1,90,64,1,1,30,16.157,7,5,5,6,6,1,1,0,0,0,0,0,1,0,0,2,50,4,1,1,7
365,0:13,1,1,1,0,8.512,10,14.057,10,4.056,10,4.644,10,2.903,10,4.171,500,1%,1%,1,2,2%,2,10,100,20,5,1,9,7,1,1,10,11.153,7,5,5,7,7,0,0,0,0,0,0,0,0,0,1,2,55,4,1,1,11
366,0:11,1,1,1,50,14.259,30,8.559,30,11.143,40,3.651,40,2.882,50,4.706,250,10,1,1,2,2,2,10,100,20,5,1,9,32,3,1,35,25.862,4,4,4,7,6,1,1,1,0,1,1,1,1,1,0,2,49,4,1,1,10
367,0:11,1,1,1,50,11.342,50,4.59,50,4.86,50,3.048,50,3.366,50,2.324,600,10,0.5,1,2,2%,2 in 100,10,100,20,10,1,1 in 10,64%,3,1,50,7.695,7,6,5,7,7,1,1,1,1,1,1,1,1,0,1,1,28,4,1,1,9
368,0:10,1,1,1,0,6.525,0,2.929,0,1.918,0,2.184,0,2.18,0,2.583,500,10,0.1,1,2,2%,2 in 100,10,100,20,5,1,18,64,1,1,0,3.626,7,6,6,6,6,0,0,0,0,0,0,0,1,0,0,1,43,4,1,1,12
369,0:13,1,1,1,70,26.197,0,3.994,0,5.49,30,2.289,50,1.843,20,3.305,500,10,10,1,2,2,1 in 200,10,100,20,100,1,5,64,2,1,29,5.349,5,6,5,5,4,1,1,0,0,1,0,1,0,0,1,1,24,4,1,1,9
370,0:14,1,1,0,50,7.032,70,12.789,70,6.067,100,3.086,80,2.536,100,2.402,600,10,1,1,2,2%,2,10,100,20,5,1,9 out of 100,64%,3,1,80,43.216,4,5,5,6,5,1,0,1,0,0,1,0,0,0,0,2,33,4,1,1,10
371,0:32,1,1,1,50,11.365,50,6.562,50,2.381,50,2.751,50,2.47,50,2.371,500,10,1,1,2,2,2,10,1,20,5,1,Unlikely,64,2,1,50,15.122,6,5,5,3,4,1,1,0,0,1,1,0,1,0,1,2,51,4,1,1,10
372,0:23,1,1,1,10,24.12,20,8.351,30,7.77,40,9.932,50,5.438,30,4.703,500,10,0.01,1,2,2% in ten years,2 in 100 years,10,100,20%,5,1,9 in 100,64%,3,1,34,59.023,5,5,6,6,6,1,1,1,1,0,1,0,1,0,0,1,39,4,1,1,11
373,0:22,1,1,1,40,56.922,50,4.475,50,2.585,50,3.514,50,1.902,50,2.246,500,10,0.10%,1,2,2%,2,10,1,20,5,1,2,64,3,0,50,37.748,7,5,5,4,5,1,1,0,0,0,0,1,1,0,0,1,37,4,1,1,11
374,0:15,1,1,1,10,17.122,0,8.239,0,2.655,0,2.315,0,2.43,0,2.698,500,10,0.1,1,2,2,1 in 100,10,1,20,5,1,9,64,3,1,0,9.079,7,6,6,7,7,1,1,1,0,1,1,1,1,1,1,2,,4,1,1,10
375,0:14,1,1,1,50,9.152,50,4.498,50,2.439,50,1.857,50,2.015,50,4.502,500,10,0.1,1,2,2,2,10,100,20,0.0005,1,50,14,3,1,50,2.943,7,4,4,6,6,1,1,1,0,0,1,1,0,0,0,2,27,4,1,1,9
376,0:13,1,1,1,50,57.097,50,5.211,50,2.864,50,2.662,50,2.642,50,2.658,50,10,0.1,1,2,2,2 in 100,10,100,20,5,1,50,64,1,1,50,8.594,7,5,5,7,7,1,1,0,0,0,0,1,0,0,1,2,30,4,1,1,11
377,0:12,1,1,1,50,9.3,50,6.056,50,4.593,50,3.427,50,3.526,50,3.736,500,100,0.1,1,2,2,2,10,100,20,5,1,90,64,1,1,50,10.937,7,7,7,7,7,1,1,0,0,0,1,1,1,0,1,2,55,4,1,1,11
378,0:21,1,1,1,50,8.01,50,6.51,50,4.914,50,12.243,50,4.029,50,4.403,165,10,1,1,2,5,2,10,100,20,20,1,10,64,2,1,50,4.036,7,6,6,5,6,1,1,0,0,0,0,0,0,0,0,2,50,4,1,1,8
379,0:11,1,1,1,0,16.976,20,6.129,20,3.101,20,2.778,20,2.261,20,2.138,500,10,0.1,1,2,2%,1 in 50,10,100,20,50,1,90%,64,1,1,20,10.222,7,5,5,7,6,1,1,0,0,0,0,0,0,1,0,1,24,5,1,1,12
380,0:16,1,1,1,10,25.458,50,7.971,30,5.557,50,3.589,40,3.813,50,2.905,500,10,0.1,1,2,2,2,10,100,20,5,1,18,64,3,1,44,8.592,5,5,5,6,5,1,1,1,0,1,1,1,1,1,0,2,37,4,1,1,11
381,0:10,1,1,1,10,6.486,40,8.828,60,3.232,60,2.148,90,2.699,90,2.153,100,1,100,1,2,10,10,1,10,2,5,1,90,5,2,1,62,7.21,5,7,7,7,7,1,1,1,1,1,1,1,1,1,1,2,40,4,1,1,3
382,0:07,1,1,0,0,7.301,40,5.916,40,3.139,40,2.439,40,2.446,40,2.406,500,10,0.1,1,2,2,1 in 50,10,100,20,5,1,2-Jan,64,2,1,40,5.01,7,4,4,4,4,1,1,0,0,1,1,0,1,0,1,1,34,4,1,1,11
383,0:06,1,1,1,10,4.387,10,2.74,10,1.434,10,1.612,10,1.489,10,1.482,500,10,1,1,2,2,1 in 50,10,100,20,5,1,1,7,3,1,10,2.317,7,6,6,6,6,1,1,0,0,0,0,0,0,0,0,1,32,4,1,1,10
384,0:17,1,1,1,40,13.908,40,6.214,0,4.844,30,3.881,40,2.784,40,2.628,500,10,0.1,1,2,2%,2%,10,100,20,5,1,90,64,1,1,28,7.272,4,5,5,4,4,1,1,0,0,0,0,0,0,0,0,1,35,4,1,1,12
385,0:18,1,1,0,10,16.885,10,5.841,10,13.889,10,6.6,10,5.915,10,4.573,500,1,0.001,1,2,20,2,10,100,20,5,1,10%,108,3,1,10,9.49,7,6,5,7,5,1,0,0,0,0,0,0,0,0,0,1,66,4,1,1,9
386,0:13,1,1,0,30,10.105,20,5.601,10,4.217,20,4.552,30,4.205,10,2.879,100,100,10%,1,2,2%,2 in 200 in twenty years,10,100,20,0.5,1,18,20%,3,1,60,14.597,5,7,7,6,6,1,1,1,1,1,0,1,1,0,0,2,23,4,1,1,6
387,0:16,1,1,1,20,23.005,50,5.656,50,4.475,50,3.094,50,2.781,10,4.204,500,10,0.1,1,2,2%,1 in 50,10,100,20,5,1,50,64%,1,1,42,23.477,7,7,7,6,5,1,1,0,0,0,0,1,0,0,0,1,30,4,1,1,12
388,0:37,1,1,0,20,8.035,20,3.279,20,3.383,30,2.816,20,2.047,10,2,500,10,0.1,1,2,2,2,10,100,20,2,1,10,16,1,1,18,4.913,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,2,27,4,1,1,10
389,0:24,1,1,1,50,37.616,50,7.658,50,10.655,50,7.125,50,6.873,50,4.257,50,1,1%,1,2,2%,2 in 100,10,1,20,5,1,9%,64%,3,1,50,17.128,7,6,6,6,6,1,1,1,0,0,0,1,1,0,0,1,52,4,1,1,8
390,0:10,1,1,1,50,10.567,50,5.242,50,3.595,50,2.49,50,2.733,50,2.61,500,10,0.1% or 0.001,1,2,2%,2 in 100,10,100,20,5,1,50%,100%,3,1,50,7.836,7,1,1,5,6,1,1,0,0,1,1,1,1,0,0,2,27,4,1,1,11
391,0:11,1,1,1,50,7.234,50,3.766,50,2.544,50,1.928,50,2.811,50,2.686,500,10,10,1,3,2,2,10,100,20,5,1,50,64,3,1,50,3.144,6,6,5,5,5,1,1,1,0,0,0,0,1,0,1,2,28,4,1,1,10
392,0:09,1,1,1,10,12.802,0,5.998,0,5.318,0,2.441,0,2.124,0,3.063,500,10,0.1,1,2,2% in ten years,1/50 in ten years,10,100,20,5,1,50%,14,3,1,0,8.081,7,5,4,7,7,0,0,0,0,1,0,0,0,0,0,1,34,4,1,1,10
393,0:07,1,0,1,0,10.858,0,2.568,0,2.416,0,2.274,0,2.215,0,2.198,500,10,0.1,1,2,2,2,10,100,20,5,1,10,100,1,1,0,3.772,7,3,3,4,4,0,0,0,0,1,0,0,0,0,0,1,46,4,1,1,11
394,0:20,1,0,1,0,39.904,0,6.658,0,7.812,0,4.42,0,8.971,0,2.587,500,10,0.1,1,2,2%,2 in 100,10,100,20,5,1,90%,64%,1,1,0,9.914,7,4,4,5,5,0,0,0,0,0,0,0,0,0,0,1,41,4,1,1,13
395,0:12,1,1,0,50,7.264,50,4.534,50,1.837,50,3.94,50,2.858,50,1.507,500,10,0.10%,1,2,2%,2 in 50,10,100,20,5,1,10,64,1,1,50,5.791,7,7,7,7,7,1,1,1,0,0,0,0,1,0,1,2,25,4,1,1,12
396,0:14,1,1,1,10,25.014,10,5.389,10,3.965,10,3.632,10,3.323,10,2.688,500,10,0.1,1,2,2% in ten years,2 in 100 in ten years,10,100,20,5,1,40%,64%,3,1,10,6.334,7,5,4,5,6,1,1,0,0,0,1,0,0,0,0,1,44,4,1,1,11
397,0:12,1,1,0,0,7.204,50,7.025,50,3.306,50,2.012,50,2.184,50,2.21,500,10,0.001,1,2,2% in ten years,1 in 50 in ten years,10,100,20,5,1,50%,64%,1,0,50,8.431,7,5,5,4,6,0,1,0,0,1,0,0,1,0,0,2,32,4,1,1,13
398,0:35,1,1,1,10,28.669,10,7.353,10,5.502,10,2.917,10,3.404,10,2.701,333,10,0.1,1,2,2,2,10,100,20,5,1,19,64,3,1,10,9.791,7,7,7,7,7,1,1,1,0,0,1,0,0,0,1,1,40,4,1,1,10
399,0:26,1,1,0,50,11.248,50,7.111,50,10.346,50,10.269,50,6.869,50,6.482,500,10,0.5,1,2,2%,1 in 100 in ten years,10,1,20,5,1,?,64%,3,1,50,19.525,7,6,4,6,7,1,1,1,0,1,1,1,1,1,1,1,68,4,1,1,9
400,0:11,0,1,1,30,15.949,10,6.894,20,5.021,10,4.784,20,5.65,10,2.245,500,10,10,2,2,1,1,10,100,2,5,1,1,28,3,1,10,17.442,5,5,4,6,6,1,1,0,0,1,0,0,0,0,0,1,34,4,1,1,8
401,0:13,1,1,1,10,17.791,10,7.891,10,2.371,10,3.44,10,2.028,10,1.672,500,10,0.1,1,2,2%,2 in 100,10,100,20,5,1,10,64,3,1,10,7.95,6,6,6,6,6,1,1,1,0,0,0,0,0,0,1,2,30,4,1,1,11
402,0:10,1,1,1,50,9.141,20,7.413,0,17.072,10,2.594,20,1.948,0,2.094,18,10,1,1,2,2,2 in 100,10,100,20,500,1,9%,64,1,1,10,10.251,3,6,6,4,4,1,1,1,0,0,0,0,0,0,0,2,46,4,1,1,10
403,0:10,1,1,1,30,6.75,50,1.97,50,2.297,50,2.271,50,1.918,50,2.022,500,10,0.1,1,2,2% in ten years,2 in 100 in ten years,10,100,20,5,1,50,64,3,1,50,6.579,7,5,4,5,6,1,0,0,0,0,0,0,0,0,0,1,46,4,1,1,11
404,0:17,1,1,1,50,14.052,50,5.842,50,3.329,50,3.611,50,5.438,50,3.075,500,10,0.01,1,2,2%,0.02,10,100,20,5,1,90%,128%,3,1,50,10.113,7,3,2,5,6,1,1,1,0,0,0,1,1,0,0,1,33,4,1,1,11
405,0:23,1,0,1,50,13.372,50,6.62,50,6.071,50,6.237,50,3.712,50,8.387,500,10,0.1,1,2,2,1 in 50,10,1,20,5,1,9 in 50,64,3,1,50,10.495,7,5,4,7,7,0,1,0,0,0,1,0,0,0,0,1,57,4,1,1,10
406,0:11,1,1,1,0,5.827,50,3.703,50,4.335,50,17.889,50,1.946,50,2.498,500,100,100,1,2,1%,1 in 50,10,100,20,50,1,9 in 10,40%,1,1,50,4.387,7,2,4,3,4,1,1,1,0,0,0,0,0,0,0,2,27,4,1,1,9
407,0:15,1,1,1,0,8.171,50,8.15,50,3.414,50,3.213,50,3.588,80,19.905,500,10,1,1,2,2,2,10,100,20,5,1,10,64,1,1,60,23.404,5,7,7,7,7,1,1,1,0,1,1,1,1,1,1,2,52,4,1,1,12
408,0:11,1,1,1,30,9.516,0,4.892,0,2.334,0,2.63,0,2.707,0,6.054,500,10,0.01,1,2,2,2,10,100,20,10,1,10,64,1,1,0,9.391,7,7,7,7,7,1,1,1,1,1,0,1,1,0,1,1,22,4,1,1,11
409,0:08,1,1,1,20,6.136,40,2.753,50,2.243,30,2.105,40,1.556,30,39.5,500,10,0.1,1,2,2%,1 in 50 in ten years,10,100,20,0.05,1,90,100%,3,1,38,7.516,5,4,3,5,6,1,1,1,0,0,0,1,1,0,0,1,26,4,1,1,9
410,0:11,1,1,1,0,10.299,0,4.157,0,3.555,10,2.661,10,2.567,10,2.552,500,10,0.001,1,2,2%,2 in 100,10,100,20,50,1,50%,64%,1,0,6,17.989,7,5,4,6,5,0,1,1,0,0,0,0,0,1,0,1,29,4,1,1,12
411,0:11,1,1,1,0,9.411,0,4.709,0,3.297,0,3.453,0,3.711,0,3.771,500,10,0.1,1,2,2%,2 in 100,10,100,20,5,1,90%,64%,3,0,0,8.384,7,6,5,5,4,0,1,0,0,0,1,0,0,0,1,1,30,4,1,1,12
412,0:22,1,1,0,10,17.25,50,22.879,40,7.714,50,3.133,40,7.959,50,2.803,500,10,1%,1,2,2%,2 in 100,10,100,20,5,1,9%,72%,3,1,46,16.281,7,6,6,7,6,1,1,0,0,0,1,1,1,1,0,2,54,4,1,1,10
413,0:10,1,1,1,50,6.689,40,3.279,20,4.011,40,3.122,20,2.453,10,2.391,500,10,0.1,1,2,1% in five years,1 in 100 in five years,10,100,20,5,1,50%,64%,3,1,26,20.89,4,2,3,5,6,1,1,1,0,0,0,0,1,1,0,2,21,4,1,1,10
414,0:12,1,1,1,10,16.602,20,6.024,30,2.576,10,1.395,40,3.836,50,2.075,500,10,10,1,2,2,1 in 50,10,100,20,0.5,1,90,64,1,1,25,9.98,4,6,6,7,7,0,1,0,0,0,0,0,0,0,0,2,32,4,1,1,11
415,0:09,1,1,0,0,6.691,0,3.447,0,2.676,0,1.987,0,2.516,0,2.057,500,10,0.001,1,2,2,2,10,100,20,5,1,90,128,3,0,0,6.443,7,6,6,6,6,1,1,0,1,1,1,0,1,1,0,1,37,4,1,1,11
416,0:20,1,1,1,30,7.396,50,4.279,50,1.954,50,2.551,50,1.999,50,1.983,500,10,0.1,1,2,2,2,10,1,20,5,1,90,64,1,1,50,3.662,7,5,5,6,6,1,1,1,0,1,1,1,1,0,0,2,33,4,1,1,11
417,0:13,1,1,1,0,9.341,0,3.866,0,3.228,0,3.335,0,3.281,0,2.032,500,10,0.5,1,2,2,2 in 100,10,100,20,1,1,10,64,3,1,0,8.048,7,4,4,5,5,1,1,1,0,0,1,0,0,0,0,1,34,4,1,1,10
418,0:13,1,1,1,50,10.618,50,4.821,50,3.374,50,3.303,50,7.729,50,4.402,500,10,0.1,1,2,2%,2 in 100,10,100,20,5,1,90%,64,1,1,50,4.635,7,5,5,6,6,1,1,0,0,0,0,1,0,1,0,2,41,4,1,1,13
419,0:10,1,1,1,50,6.101,50,4.218,50,4.676,50,3.085,50,2.36,50,7.349,500,10,0.001,1,2,2,2,10,100,20,5,1,91,64,1,1,50,3.104,7,3,4,5,6,0,1,0,0,0,0,0,1,0,0,2,36,4,1,1,13
