id,studytime,bottest_filter,comp1,comp2,fairQ,fairQ_rt,dg1,dg1_rt,dg2,dg2_rt,dg3,dg3_rt,dg4,dg4_rt,dg5,dg5_rt,num1,num2,num3,num4,num5,num6,num7,num8a,num8b,num9,num10,num11,num12,num13,num14,test,Guess,memQrt,conf,pos,hap,goodness,moral,sd_1,sd_2,sd_3,sd_4,sd_5,sd_6,sd_7,sd_8,sd_9,sd_10,gender,age,deception1,deception2,feedback_excl,Numeracy
420,0:23,1,1,1,20,15.501,50,3.719,50,4.085,50,2.761,50,3.142,50,4.465,500,10,0.1,1,2,2,2,10,100,20,5,1,90%,64%,3,1,50,7.202,7,6,6,6,6,1,1,0,0,0,1,0,0,0,0,1,49,4,1,1,12
421,0:14,1,1,1,30,17.186,50,5.05,50,5.937,50,3.642,50,3.984,50,3.149,500,10,0.1,1,2,2,2,10,100,20,5,1,90,64,1,1,50,7.68,7,6,6,5,5,1,1,1,0,0,1,0,0,0,1,1,57,4,1,1,12
422,0:24,1,1,1,50,24.102,50,6.144,50,5.433,50,3.438,50,7.064,50,11.382,500,1,1,1,2,2%,1 in 50,10,100,20,10,1,1 in 10,64%,3,1,50,3.815,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,2,53,4,1,1,9
423,0:47,1,1,1,50,8.049,50,7.143,20,12.7,10,7.173,10,7.523,0,2.069,500,2,2,1,2,2,2,1,10,20,0,1,90,64,3,0,90,9.577,5,5,5,6,5,0,1,0,0,0,0,0,1,0,0,2,56,4,2,1,7
424,0:15,1,1,1,30,12.419,50,12.046,50,2.891,50,2.923,50,4.247,50,4.43,500,10,0.001,1,2,2%,2%,10,100,20,5,1,90%,64%,1,1,50,4.874,7,5,3,6,5,1,1,1,0,0,0,1,1,0,0,1,47,4,1,0,14
425,0:22,1,1,1,50,6.789,50,4.025,50,2.386,50,2.239,50,2.294,50,2.396,500,10,0.1,1,2,2,2,10,100,20,1,1,18%,64,2,1,50,4.539,7,7,6,5,5,1,1,0,0,0,0,0,0,0,0,1,35,4,1,1,10
426,0:09,1,1,1,10,10.079,30,7.356,30,2.774,30,2.611,30,2.832,30,3.638,500,10,0.1,1,2,2,2 in 100,10,100,20,5,1,0.81,64,3,1,25,6.264,4,5,5,4,4,1,1,1,0,0,0,0,1,1,1,2,26,4,1,1,11
427,0:17,1,1,1,50,6,50,4.168,50,8.325,50,5.177,50,1.923,50,2.332,700,10,0.1,1,2,2,1 in 50,10,100,20,5,1,80,20,1,1,50,7.995,6,4,4,4,4,1,1,1,0,0,1,1,1,1,1,2,44,4,1,1,10
428,0:17,1,1,1,10,12.742,10,11.206,10,3.807,10,3.183,0,3.321,0,2.775,500,10,0.1,1,2,2,2,10,100,20,5,1,50%,100%,1,1,6,12.993,7,7,7,7,6,1,1,0,1,0,0,1,1,0,1,1,41,4,1,1,11
429,0:13,1,1,1,50,9.389,50,5.33,50,4.53,50,3.641,50,5.514,50,8.288,500,10,1,1,2,2,2 in 100,10,100,20,50,1,18,72,1,1,50,3.609,7,6,6,7,7,1,1,0,0,0,1,1,1,0,0,2,35,4,1,1,10
430,0:16,1,1,0,20,7.428,20,6.162,20,3.9,10,5.004,30,5.76,10,2.694,300,10,1%,1,2,10,10,10,100,5,5,1,1,14,1,1,22,8.59,5,5,5,7,6,1,1,1,1,1,1,0,1,0,0,2,36,4,1,1,7
431,0:24,1,0,0,50,13.263,50,5.989,50,13.553,50,7.35,50,5.397,50,4.616,500,10,0.1,1,2,2,1in 50,10,100,20,2,1,1,64,3,1,50,10.151,7,3,3,6,6,1,1,1,1,1,0,1,1,1,1,2,50,5,1,1,10
432,0:21,1,0,1,0,11.364,0,3.252,0,2.678,0,3.034,0,2.391,0,6.651,500,10,0.10%,1,2,2%,1 in 50,10,100,20,5,1,90%,64%,1,1,0,4.519,7,4,4,5,5,0,0,0,0,0,0,0,0,0,0,1,36,4,1,1,14
433,0:10,1,1,1,20,10.209,50,6.322,50,2.814,50,2.864,50,2.179,50,2.472,600,100,1,1,2,2,2,10,100,2,5,1,1%,44,2,1,50,4.625,7,5,5,6,6,1,1,1,0,1,0,1,1,0,1,2,72,4,1,1,7
434,0:18,1,1,1,30,30.106,30,12.156,30,11.244,30,6.421,30,1.992,30,1.782,500,10,1,1,2,2,2,10,100,20,5,1,9 out 10,64,3,1,30,9.223,7,6,5,6,6,1,1,0,0,1,1,1,1,1,1,2,52,4,1,1,12
435,0:14,1,0,1,40,8.348,30,8.109,30,2.414,30,1.987,30,2.055,30,2.15,500,10,0.1,1,2,2%,2 in 100,10,100,20,50,1,9,64,3,1,30,4.48,7,5,5,5,4,0,1,1,1,0,1,0,0,0,1,1,23,4,1,1,11
436,0:16,1,1,1,30,14.769,50,7.061,50,3.567,50,2.385,50,2.111,50,3.719,500,1,1,1,2,2,1 in 50,10,100,20,0,1,10 in 100,256%,3,1,50,7.35,7,7,7,7,7,1,1,1,1,1,1,1,0,1,1,1,26,4,1,1,8
437,0:17,1,1,1,50,6.523,50,5.158,50,5.3,50,2.856,50,2.616,50,3.084,500,10,0.1,1,2,2,2,10,100,20,5,1,90,64,3,1,50,4.068,7,5,5,5,5,1,1,0,0,0,1,0,0,0,0,1,27,4,1,1,11
438,0:16,1,1,0,50,8.979,50,7.437,50,5.602,50,5.163,50,4.758,50,3.743,450,500,1%,1,2,10%,1 in  50,10,100,20%,5%,1,18%,16%,3,1,50,11.015,7,6,4,7,7,0,1,0,0,0,0,0,0,0,0,2,62,4,1,1,6
439,0:12,1,1,1,30,6.58,20,6.265,20,5.283,30,3.558,30,1.968,30,2.108,500,10,0.1,1,2,2,1 in 50,1,10,20,5,1,9,64,3,1,26,43.813,7,6,6,6,6,1,1,0,0,1,1,1,1,1,1,2,28,4,1,1,10
440,0:13,1,0,1,0,7.631,0,5.065,0,2.397,0,2.44,0,2.621,0,4.327,500,10,0.1,1,2,2%,2 in 100,10,100,20,0.5,1,50%,64,1,1,0,8.2,7,5,4,6,6,1,1,1,0,0,0,1,1,1,1,2,34,4,1,1,11
441,0:05,1,1,1,10,5.083,0,1.982,0,1.33,0,1.09,0,0.892,0,1.134,500,10,0.1,1,2,2,2,10,100,20,5,1,50%,128,3,1,0,2.131,7,4,4,4,3,0,0,0,0,0,0,0,0,0,0,1,28,4,1,1,10
442,0:22,1,1,1,30,21.563,40,10.31,50,12.615,50,4.385,50,3.895,50,4.206,500,10,1,1,2,2%,2 in 100,10,100,20,5,1,90%,74%,3,1,49,18.613,6,6,5,6,7,1,1,1,1,1,0,1,1,0,1,2,61,4,1,1,11
443,0:14,1,1,1,10,10.413,10,5.31,10,5.734,10,16.336,10,3.921,10,4.565,400,10,1,1,2,2,2,10,100,20,5,1,2,64,1,1,10,7.165,4,6,6,7,6,1,1,1,1,1,0,1,1,1,1,2,57,4,1,1,11
444,0:16,1,1,1,30,28.411,30,5.994,30,2.999,30,3.177,30,2.939,30,3.406,500,10,0.1,1,2,2%,2 in 100,10,100,20,2,1,90%,64%,3,1,30,14.246,7,4,4,2,2,0,0,0,0,0,0,0,0,0,0,1,35,4,1,1,11
445,0:11,1,1,1,40,9.247,50,4.125,50,3.929,50,3.898,50,6.252,50,2.902,500,10,0.1,1,2,2%,2 in 100,10,100,20%,5,1,50%,64%,1,1,50,5.635,7,5,6,7,6,1,1,0,0,0,0,0,1,0,0,1,51,4,1,1,12
446,0:10,1,1,0,50,6.317,20,5.689,10,4.312,20,2.513,20,3.539,20,2.26,500,1,1,1,2,2,2,5,10,80,1,1,9,20,3,1,20,17.788,1,5,4,7,7,1,1,1,0,0,0,0,0,0,0,2,44,4,1,1,6
447,0:10,0,1,0,50,4.771,50,2.979,40,10.325,50,6.401,50,4.344,50,3.04,500,10,1,1,2,2,1,10,1,20,0,1,50,10,1,1,48,4.729,6,7,7,7,7,1,1,1,1,1,1,1,1,1,1,2,44,4,2,1,8
448,0:27,1,1,1,20,8.541,30,5.313,30,2.198,30,1.689,30,1.051,30,1.338,500,10,0.1,1,2,2,2 in 100,10,100,20,5,1,50%,64,3,1,30,4.363,7,5,5,6,5,1,1,1,0,0,0,0,0,0,0,1,31,4,1,1,11
449,0:08,1,1,0,20,7.43,10,3.942,20,4.888,30,1.887,40,9.602,20,2.412,500,100,0.1,1,2,2% in ten years,2 in 100 in ten years,10,100,20,5,1,Not sure,Not sure,1,1,25,16.749,5,4,4,4,5,0,1,0,1,0,0,0,1,0,0,1,26,4,1,1,10
450,0:07,1,1,1,30,8.242,50,2.56,50,2.071,50,1.856,50,1.94,50,2.242,500,10,0.001,1,2,2%,2/100,10,100,20,50,1,90,100,1,1,50,3.757,7,5,4,5,5,0,1,0,0,1,0,1,1,0,0,2,34,4,1,1,11
451,0:13,1,1,0,50,8.888,50,6.02,50,9.18,0,4.322,20,4.61,0,3.903,100,10,10,1,2,2,20,10,100,20,5,1,1,50,3,1,15,12.062,6,6,6,7,7,1,1,0,0,0,0,0,1,0,0,2,45,4,1,1,8
452,0:13,1,1,1,50,10.297,50,5.933,50,5.315,50,5.635,50,4.003,50,4.19,500,10,0.1,1,2,2%,2,10,100,20,5,1,10%,64%,3,1,50,11.496,7,7,7,6,6,1,1,1,0,0,0,0,1,0,1,1,72,4,1,1,11
453,0:27,1,1,1,10,19.259,50,12.608,40,4.143,30,4.363,20,2.139,10,1.876,500,10,0.001,1,2,2%,2,10,100,20,5,1,18%,64,2,1,42,7.952,7,7,7,7,7,1,1,1,0,0,0,0,0,0,1,2,45,4,1,1,12
454,0:11,1,1,0,50,5.543,50,4.012,50,3.014,50,3.304,50,2.482,50,2.499,333,10,10%,1,2,2%,Jan-50,1,10,20,1,1,10%,64,2,1,50,6.726,7,7,7,7,7,1,1,1,1,0,0,0,0,0,0,2,31,4,1,1,7
455,0:15,1,1,1,40,16.236,10,4.582,10,3.14,0,2.332,0,3.333,0,3.971,501,1,0.01,1,2,2,2 in 50,10,100,20,0.005,1,9 in 10,64,2,1,38,9.564,1,6,6,7,7,1,1,1,0,0,0,0,1,0,0,1,61,4,1,1,8
456,0:26,1,1,0,50,6.638,50,5.726,50,3.914,50,4.886,50,4.425,50,4.467,500,10,0.1,1,2,2%,2,10,100,20,0.00005,1,10%,64,3,1,50,5.97,7,3,3,5,5,1,1,1,0,0,0,0,0,0,0,2,31,4,1,1,10
457,0:10,1,1,1,50,12.158,20,5.741,10,17.542,10,1.647,10,1.56,10,4.145,500,10,0.01,1,2,2% in 5 years,1,10,100,20,5,1,9,16,3,1,25,15.713,6,7,7,7,7,1,1,0,0,0,0,0,1,0,0,1,35,4,1,1,9
458,0:31,1,1,0,10,25.064,10,8.865,10,9.964,10,7.643,10,3.605,10,5.228,500,1,1,1,2,2%,2,10,100,2,1,1,1%,64,2,1,10,12.706,7,4,4,7,7,1,1,1,1,1,1,1,1,1,1,2,53,4,1,1,8
459,0:12,1,1,0,50,11.161,50,4.265,50,3.024,50,2.471,50,2.571,50,2.302,500,100,1,1,2,2,2,10,100,20,5,1,10,64,3,0,50,8.834,6,6,6,6,5,1,1,0,1,0,1,1,1,1,1,1,68,4,1,1,10
460,0:25,1,1,1,50,10.946,50,7.346,50,7.888,50,6.013,50,4.59,50,5.661,500,1,1,1,2,2,1 in 50,10,1,20,5,1,18%,64,3,1,50,14.753,7,7,5,6,6,1,1,1,0,0,0,0,1,0,0,1,31,4,1,1,9
461,0:18,1,1,0,10,6.912,40,6.246,40,2.265,40,1.839,40,1.91,40,1.713,500,10,0.1,1,2,2,2 in 100,10,100,20,5,1,50%,64,1,1,40,6.003,7,1,1,5,5,1,1,0,0,0,0,0,1,0,0,1,25,4,1,1,12
462,0:09,1,1,0,40,1.504,60,3.197,60,1.627,30,27.781,70,95.066,50,9.752,250,10,150,3,2,5,10,100,10,5,10,1,34,6,2,1,52,1.156,5,6,4,5,4,1,1,1,0,1,0,1,0,0,1,1,22,4,1,1,4
463,0:21,1,1,1,40,14.704,40,11.511,40,6.674,50,5.755,50,3.353,50,2.999,550,10,0.01,1,2,2,2 in 100,10,100,2,1,1,100,64,3,1,46,7.343,7,5,7,3,4,0,1,0,0,0,1,1,0,0,0,2,41,4,1,1,8
464,0:16,1,1,1,10,19.29,20,8.371,30,8.017,10,2.42,10,6.74,30,7.658,500,100,1,1,2,2,2,10,100,20,10,1,10,128,3,1,90,23.442,3,5,5,7,7,1,1,1,0,1,1,1,1,0,1,2,33,4,1,1,8
465,0:18,1,1,1,0,16.276,0,5.53,0,4.234,0,3.071,0,2.787,0,2.417,400,10,0.1,1,2,2%,1 in 50,10,100,20,1,1,90%,64%,1,1,0,13.775,7,7,6,5,5,1,1,0,0,0,0,0,1,0,0,1,39,4,1,1,11
466,0:17,1,1,1,0,8.088,0,4.551,0,2.903,0,2.728,0,2.688,0,4.573,500,10,10,1,2,2%,2 in 100,10,1,20,5,1,10,16,3,0,0,7.845,7,7,5,7,7,1,1,0,0,0,0,0,1,0,0,2,30,4,1,1,9
467,0:06,1,1,1,40,3.5,50,2.394,50,1.52,50,1.356,50,1.304,50,1.583,500,10,0.1,1,2,2,1 in 50,10,100,20,5,1,50%,64,3,1,50,8.513,7,5,5,6,5,0,1,0,0,0,0,0,0,0,0,2,23,4,1,1,11
468,0:10,1,1,1,30,3.472,10,5.568,10,2.073,10,2.288,10,2.01,10,2.116,700,400,1,1,2,2,2,10,100,20,50,1,9,64,2,1,10,14.806,4,5,5,5,5,1,1,0,0,0,1,0,0,0,0,2,44,4,1,1,9
469,0:14,1,1,1,50,8.22,0,5.204,0,4.376,0,3.226,0,2.874,0,3.43,500,10,0.001,1,1,2% in ten years,2 in 100 in ten years,10,100,20,50,1,9%,64%,3,1,0,7.613,7,6,6,7,7,1,1,1,1,1,1,1,1,1,1,2,46,4,1,1,10
470,0:10,1,1,1,50,8.438,50,3.58,0,2.34,0,1.915,0,2.34,0,2.29,500,100,1,1,2,2,2,10,100,20,1,1,10,64,1,0,20,7.689,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,2,44,4,1,1,10
471,0:10,1,1,0,0,8.349,20,8.66,10,11.962,20,9.399,10,4.377,30,6.004,500,10,0.001,1,2,2,1 in 50,10,100,20,5,1,9 out of 18,64,1,1,15,8.596,3,5,5,5,5,1,1,0,0,0,0,1,0,0,0,1,34,4,1,1,13
472,0:16,1,1,0,100,27.373,10,6.223,10,22.422,20,5.699,20,2.852,10,2.567,500,10,10,2,1,2% in twenty years ,2 in 200 in twenty years ,10,100,20,5,1,9,11%,1,1,16,6.796,7,7,7,7,5,1,1,0,0,0,0,0,1,0,0,2,35,4,1,1,9
473,0:20,1,1,1,10,17.478,10,11.134,10,5.882,10,5.656,10,3.824,10,4.606,500,10,1,1,2,2,2,10,100,20,1,1,90%,64%,3,1,10,25.495,7,6,6,7,6,1,1,1,0,1,0,1,1,0,1,2,54,4,1,1,11
474,0:12,1,1,0,50,7.565,50,4.368,50,13.021,20,11.39,50,5.521,30,3.486,400,10,1,1,2,2,2,10,100,20,0.01,1,1,32,3,1,1,12.108,6,6,6,6,6,1,1,1,1,0,0,0,0,0,1,2,41,5,1,1,8
475,0:16,1,1,0,10,11.25,10,11.925,20,4.592,30,3.589,0,4.013,10,4.781,333,10,1,1,2,2,2,10,100,20,1,1,19,64,3,1,35,16.035,1,6,5,6,6,1,1,1,1,0,1,0,1,1,1,1,65,4,1,1,9
476,0:51,1,1,1,10,88.067,50,47.396,40,24.891,50,24.869,10,3.555,30,7.303,500,50,10,1,1,2,1000,10,100,20,5,1,Negative,14,3,1,10,26.065,7,6,4,7,6,1,1,1,1,0,1,1,1,0,0,2,47,4,1,1,7
477,0:10,1,1,1,30,9.571,30,4.327,30,4.699,20,3.812,30,3.508,30,3.243,500,10,0.1,1,2,2,2,10,100,20,5,1,50,64,1,1,28,16.756,7,5,5,6,6,1,1,0,0,0,1,1,1,0,1,1,43,4,1,1,12
478,0:17,1,1,0,10,4.23,10,4.721,10,5.536,10,12.132,10,1.107,10,4.012,450,10,0.01,1,2,2,2,10,100,20,1,1,10,14,3,0,10,4.924,7,5,2,3,4,1,0,1,1,1,0,1,1,1,0,2,25,4,1,1,8
479,0:07,1,1,1,10,1.994,10,1.315,10,1.333,10,2.029,10,1.179,10,1.198,450,10,0.01,1,2,2,2 in 5,10,100,20,1,1,2,48,3,1,10,3.615,7,6,2,2,4,1,0,1,1,1,0,1,1,0,0,2,25,4,1,1,7
480,0:27,1,1,0,10,6.95,10,26.955,10,10.084,10,11.069,10,3.677,10,2.902,500,10,10,1,2,2,2,10,1,20,5,1,10,7,1,1,10,6.568,7,4,4,5,4,1,1,0,0,0,1,1,0,0,0,2,33,5,1,1,10
481,0:15,1,1,0,40,13.138,0,3.975,0,1.752,0,1.422,0,1.296,0,1.915,500,10,0.10%,1,2,2%,2 in 100,10,100,20,5,1,50%,64,1,1,0,9.518,7,4,5,5,4,1,1,0,0,0,0,0,0,0,0,1,22,4,1,1,13
482,0:14,1,1,1,30,13.335,30,7.305,30,4.384,30,2.91,20,2.95,20,1.672,500,10,0.1,1,2,1% in 5 years,1 in 50 in 5 years,10,100,20,5,1,I don't know,64%,3,1,26,12.938,7,7,7,7,7,1,1,1,0,1,0,1,0,0,0,2,34,4,1,1,11
483,0:15,1,1,0,50,8.92,50,5.224,50,4.667,50,4.132,50,4.605,50,3.793,500,10,1%,1,2,2%,2 in 100,10,100,20,5,1,10%,64%,3,0,50,10.888,7,4,5,7,7,1,1,1,0,1,1,1,1,0,1,2,37,4,1,1,11
484,0:30,1,1,0,10,12.542,10,10.245,10,5.643,10,9.065,10,4.328,10,3.985,400,5,5,2,2,2,2 in 200,1,10,25,1,1,10,12,1,1,10,11.97,3,4,4,4,4,1,1,0,0,0,0,0,0,0,1,2,22,4,1,1,5
485,0:20,1,1,1,10,8.195,10,5.077,20,7.597,30,5.845,50,6.171,10,2.315,500,50,1,1,2,2,2,5,10,20,1,1,50,158,1,1,20,28.08,5,5,4,7,7,1,1,0,0,1,1,1,1,0,0,1,29,4,1,1,7
486,0:47,1,1,0,20,4.317,10,4.099,0,2.083,0,5.693,10,9.61,10,17.263,100,10,10,1,2,10,50,10,100,20,5,2,50,3,3,1,51,3.705,6,6,6,5,7,1,1,1,1,1,1,0,0,1,1,2,27,4,1,1,6
487,0:07,1,1,1,20,90.626,100,13.58,90,3.451,80,2.706,70,4.995,60,2.843,13,5,12,2,3,122,2,1,22,22,2,2,14,4,2,1,100,3.532,7,4,4,4,5,0,1,1,1,1,1,1,0,0,1,2,32,4,1,1,1
488,0:27,1,1,1,50,18.672,0,15.136,0,14.526,0,18.026,0,11.304,0,5.204,500,10,0.1,1,2,2,2 in 100,10,100,20,5,1,50,128,3,1,0,35.374,6,4,4,3,3,1,1,1,1,1,1,1,0,1,1,2,29,4,1,1,10
489,0:14,1,0,1,20,22.082,50,3.69,50,2.899,50,97.565,50,2.147,50,1.959,500,10,0.01%,1,2,2%,1 in 50,10,100,20,5,1,1 in 2,64%,1,1,50,7.364,7,5,5,6,6,0,1,1,0,0,0,1,1,0,0,2,25,4,1,1,12
490,0:10,1,1,1,20,8.298,50,22.33,50,31.346,50,1.184,50,1.711,50,3.163,500,10,0.01,1,2,2,1 in 50,10,100,20,5,1,8 out of 18,64,2,1,50,2.966,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,2,20,4,1,1,11
491,0:27,1,1,1,40,10.916,40,4.173,30,2.928,30,3.344,30,2.448,30,2.222,500,10,0.1,1,2,2%,1 in 50 in ten years,10,100,20,5,1,50,64,1,1,32,33.077,7,5,5,5,6,0,1,0,0,0,1,1,0,0,0,1,35,4,1,1,12
492,0:20,1,1,1,10,9.069,20,8.663,20,4.791,60,3.363,50,2.897,20,2.35,500,10,0.001,1,2,2%,2 in 100,10,1,20,5,1,10%,128%,2,1,34,29.02,5,4,3,4,4,1,1,1,0,1,0,1,0,0,0,1,20,4,1,1,10
493,0:09,1,1,1,0,2.985,0,2.044,0,7.591,0,5.345,0,3.87,0,15.888,500,10,0.1,1,2,2,2,10,100,20,5,1,18,12,3,0,0,7.79,7,4,4,4,4,1,1,1,1,1,0,1,1,1,1,1,27,4,1,1,10
494,0:13,1,1,1,0,27.959,50,5.204,50,13.102,50,3.334,50,2.848,50,2.323,500,10,0.1,1,2,2%,2 in 100,10,100,20,5,1,90%,64%,1,1,50,6.102,7,5,4,5,6,1,1,0,0,0,0,0,1,0,0,2,42,4,1,1,13
495,0:09,1,1,1,50,7.471,0,4.072,0,3.306,0,2.024,0,1.672,0,2.728,500,10,0.1,1,2,2,2,10,100,20,5,1,18,16,3,1,0,1.901,7,4,4,4,4,1,1,1,1,1,1,1,1,1,1,2,27,4,1,1,10
496,0:09,1,1,1,50,9.829,0,3.995,0,3.371,0,2.039,0,2.403,0,5.991,500,10,0.1,1,2,2,2,10,100,20,5,1,18,16,3,1,0,1.607,7,4,4,4,4,1,1,1,1,1,0,1,1,1,1,1,27,4,1,1,10
497,0:14,1,1,1,50,32.654,50,4.976,50,3.144,50,2.594,50,5.036,50,2.532,500,10,1,1,2,2,1 in 50,10,100,20,5,1,90%,64,1,1,50,12.798,7,6,5,6,6,1,0,1,0,0,1,0,1,0,1,1,28,4,1,1,13
498,0:19,1,1,0,50,7.327,0,4.179,0,2.104,0,4.118,0,2.48,0,2.887,500,10,0.01,1,2,2,2,10,100,20,5,1,9%,64%,2,1,0,5.84,5,3,3,5,5,1,1,0,1,0,0,0,0,0,0,2,30,4,1,1,11
499,0:11,1,1,1,60,3.698,50,3.609,50,2.637,40,2.354,30,3.031,40,2.117,500,10,0.10%,1,2,2%,1 in 50 in ten years,10,100,20,1,1,18%,64%,3,1,40,15.114,6,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,31,4,1,1,11
500,0:05,1,1,1,30,5.824,0,2.434,0,1.308,0,1.37,0,1.463,0,1.494,500,10,0.1,1,2,2%,2 in 100,10,100,20,5,1,9 in 18,64,2,1,0,2.908,7,5,5,4,5,0,0,0,0,0,0,0,0,0,0,1,27,4,1,1,11
501,0:05,1,1,1,60,3.601,40,4.594,50,2.826,40,3.288,60,1.516,60,1.627,500,10,1,1,2,2,50,10,100,10,5,1,9,16,1,1,59,2.927,6,6,5,5,6,1,0,0,1,0,0,1,1,1,1,2,33,4,1,1,10
502,0:18,1,1,0,70,2.193,20,2.774,60,33.875,40,218.106,40,8.179,30,19.218,10,10,10,2,2,10,1,10,100,20,10,1,9,10,2,0,66,2.059,5,4,6,5,3,1,0,1,0,1,0,1,0,1,0,2,26,4,1,1,7
503,0:13,1,1,1,0,4.474,0,3.718,0,1.775,0,2.896,0,2.465,0,3.39,500,10,0.1,1,2,2%,1 in 50,10,100,20,5,1,90%,64,1,1,0,6.44,7,7,7,7,1,1,1,1,0,1,1,0,0,0,0,1,21,4,1,1,13
504,0:16,1,1,1,10,12.316,10,5.895,10,5.285,10,3.714,10,4.091,10,6.847,500,10,0.1,2,2,2,2 in 100,10,100,20,5,1,9 out of 10,64,3,1,10,9.589,7,5,5,5,6,1,1,0,1,0,1,1,0,0,1,2,40,4,1,1,12
505,0:24,1,1,1,50,41.645,50,6.728,50,3.858,50,2.915,50,5.92,50,3.343,600,10,1,1,2,2,2,10,100,20,5,1,0,64,1,1,50,10.604,7,5,6,7,7,1,1,1,1,1,1,1,1,1,1,1,75,4,1,1,11
506,0:16,1,1,1,20,5.685,30,3.373,40,1.518,30,3.894,30,1.452,40,1.022,500,100,1,1,2,2,2 in 100,10,100,20,5,1,9,64,1,1,36,1.936,7,7,6,7,6,1,1,0,0,0,0,0,0,0,0,1,27,4,1,1,12
507,0:06,1,0,1,10,4.092,0,3.663,0,1.745,0,9.28,0,7.26,0,2.547,50,10,10,1,2,2,2,10,100,20,0,1,80,64,1,1,0,5.253,7,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,26,4,1,1,10
508,0:22,1,1,1,10,31.752,10,19.833,10,4.647,10,13.082,10,1.792,10,2.05,500,10,0.1,1,2,2%,2 in 100 in ten years,10,100,20,5,1,50%,100%,1,1,10,9.679,4,3,4,3,4,1,1,0,0,1,1,1,1,0,1,2,41,4,1,0,11
509,0:05,1,0,1,50,5.487,0,2.648,0,1.758,0,1.539,0,1.285,0,4.925,500,10,0.001,1,2,2,2/100,10,100,20,5,1,2-Jan,50,3,1,0,2.108,7,7,7,7,7,1,1,0,0,0,1,0,1,1,1,1,22,4,1,1,11
511,0:12,1,1,1,10,10.822,10,5.827,10,2.766,10,4.533,10,2.367,10,1.675,500,10,0.1,1,2,2%,2 in 100,10,100,20,5,1,50%,64%,3,1,33,6.441,7,5,5,6,4,1,0,0,0,0,0,0,0,0,0,1,47,4,1,1,11
512,0:08,1,1,1,50,8.921,50,3.36,50,2.689,50,1.727,50,1.829,50,1.826,500,0.01,0.01,1,2,2,2%,10,1,20,5,1,90%,64,3,1,50,3.826,5,5,5,6,6,1,1,1,1,0,0,0,0,0,0,2,27,4,1,1,10
513,0:09,1,0,1,30,10.507,50,2.844,50,5.494,50,3.441,50,3.357,50,2.647,500,1,1,1,2,2,1 in 50,10,100,20,0,1,9 out of 10,14%,1,1,50,14.542,7,4,4,5,5,1,1,0,0,0,0,0,1,0,0,2,23,4,1,1,10
514,0:19,1,1,1,50,6.856,50,4.427,50,3.124,50,2.587,50,2.618,50,2.756,500,10,0.001,1,2,2,2,10,100,20,5,1,50%,64%,1,1,50,6.072,7,6,6,6,6,1,0,0,0,0,0,1,0,0,0,2,47,4,1,1,13
515,0:11,1,0,1,10,7.363,20,12.248,20,1.992,20,4.22,20,1.716,20,2.404,500,10,0.001,1,2,2,2,10,100,20,5,1,50%,64,1,1,20,4.303,7,2,1,4,4,1,0,0,0,0,0,0,1,0,0,1,30,4,1,1,13
516,0:08,1,1,1,50,21.633,50,2.304,50,2.353,50,1.849,50,2.872,50,2.973,500,10,0.1,1,2,2,1 in 50,10,100,20,5,1,50%,64,1,1,50,4.662,7,6,6,7,7,1,1,0,0,0,1,0,1,0,1,1,43,4,1,1,12
517,0:17,1,1,1,40,7.137,40,4.473,40,2.828,40,1.497,40,3.278,40,1.395,500,10,0.001,1,2,2% in ten years,2 in 100 years,10,100,20,5,1,90,64%,2,1,40,4.531,7,6,6,5,6,1,1,1,0,0,1,0,1,0,0,1,26,4,1,1,12
518,1:01,1,1,1,50,6.451,50,5.446,50,4.2,50,4.53,40,3.266,40,3.185,500,100,0.1,1,2,2,2,10,100,20,3,1,18%,34,3,1,46,30.584,6,6,6,6,6,1,1,1,1,1,0,0,1,1,0,1,34,5,1,1,8
519,0:51,1,0,1,50,12.411,10,58.026,0,2.805,0,2.658,0,10.06,0,10.952,500,10,1,1,2,2%,2 in 100,10,100,20,5,1,90%,64,3,1,15,10.268,5,6,5,5,3,0,1,0,0,0,0,0,0,0,0,1,27,4,1,1,12
520,0:11,1,1,1,0,6.997,0,2.904,0,2.518,0,2.169,0,2.402,0,2.968,500,10,0.1,1,2,2%,2,10,100,0.2,5,1,50%,37,3,1,0,4.809,7,3,4,4,5,0,0,0,0,0,0,0,0,0,0,2,37,4,1,1,10
521,0:19,1,1,1,20,9.93,20,5.5,30,3.151,40,1.644,50,1.454,20,2.667,500,10,0.1,1,2,2%,1 in 50,10,100,20,5,1,10%,64%,2,1,32,5.787,6,4,4,6,6,1,1,0,0,0,0,0,0,0,0,1,37,4,1,1,11
522,0:11,1,1,1,50,7.918,30,5.521,20,3.276,40,3.482,30,3.209,30,3.945,500,10,0.001,1,2,2%,2 in 100,10,100,20,5,1,90%,64,3,1,30,9.608,6,6,6,6,6,1,1,0,0,0,1,0,1,0,0,2,49,4,1,1,13
